id;baslangic_durak_no;bitis_durak_no;cikis_zaman;varis_zaman;arac_no;ana_hat_no;alt_hat_no
36926;1541a;1540a;2021-06-06 17:13:00;2021-06-06 17:14:00;289;56;0
36927;409a;408a;2021-06-06 17:14:00;2021-06-06 17:14:00;471;21;0
36928;934a;935a;2021-06-06 17:14:00;2021-06-06 17:14:00;412;30;0
36929;2365d;2364d;2021-06-06 17:13:00;2021-06-06 17:14:00;379;57;0
36930; ;2293a;2021-06-06 16:06:00;2021-06-06 17:14:00;290;86;0
36931; ;2153a;2021-06-06 14:48:00;2021-06-06 17:14:00;397;28;0
36932;2408a;2416a;2021-06-06 17:14:00;2021-06-06 17:14:00;633;12;1
36933;T29d;T28d;2021-06-06 17:13:00;2021-06-06 17:14:00;150;10;0
36934;15a;16a;2021-06-06 17:14:00;2021-06-06 17:14:00;372;29;0
36935;1683a;1682a;2021-06-06 17:14:00;2021-06-06 17:14:00;392;64;0
36936;1857d;1856d;2021-06-06 17:14:00;2021-06-06 17:14:00;780;3;0
36937;T29d;T28d;2021-06-06 17:13:00;2021-06-06 17:14:00;149;10;0
36938;119a;118a;2021-06-06 17:14:00;2021-06-06 17:14:00;408;7;0
36939;2408a;2416a;2021-06-06 17:14:00;2021-06-06 17:14:00;589;25;0
36940; ;T13a;2021-06-06 17:09:00;2021-06-06 17:14:00;78;10;0
36941;1273d;1274a;2021-06-06 17:14:00;2021-06-06 17:14:00;590;42;0
36942;708a;2189a;2021-06-06 17:14:00;2021-06-06 17:14:00;467;79;0
36943;455a;454a;2021-06-06 17:14:00;2021-06-06 17:14:00;516;22;0
36944; ;1943a;2021-06-06 17:09:00;2021-06-06 17:14:00;382;20;0
36945;T10a;T11a;2021-06-06 17:13:00;2021-06-06 17:14:00;142;10;0
36946;544a;543a;2021-06-06 17:14:00;2021-06-06 17:14:00;562;23;0
36947;2448a;2457d;2021-06-06 17:13:00;2021-06-06 17:14:00;540;51;0
36948;214a;213a;2021-06-06 17:14:00;2021-06-06 17:14:00;435;9;1
36949;25d;94d;2021-06-06 17:13:00;2021-06-06 17:15:00;421;84;2
36950;2260d;1472d;2021-06-06 17:13:00;2021-06-06 17:15:00;696;52;0
36951;16a;17a;2021-06-06 17:14:00;2021-06-06 17:15:00;372;29;0
36952;25d;94d;2021-06-06 17:13:00;2021-06-06 17:15:00;329;8;0
36953;T13a;T13d;2021-06-06 17:14:00;2021-06-06 17:15:00;78;10;0
36954; ;1693d;2021-06-06 14:40:00;2021-06-06 17:15:00;566;64;1
36955;59a;58a;2021-06-06 17:14:00;2021-06-06 17:15:00;351;2;0
36956;2364d;2363d;2021-06-06 17:14:00;2021-06-06 17:15:00;379;57;0
36957;2189a;2189d;2021-06-06 17:14:00;2021-06-06 17:15:00;467;79;0
36958;470a;736a;2021-06-06 17:14:00;2021-06-06 17:15:00;469;124;0
36959;429a;428a;2021-06-06 17:13:00;2021-06-06 17:15:00;564;87;0
36960;935a;936a;2021-06-06 17:14:00;2021-06-06 17:15:00;412;30;0
36961;2457d;2458d;2021-06-06 17:14:00;2021-06-06 17:15:00;540;51;0
36962;1856d;1855d;2021-06-06 17:14:00;2021-06-06 17:15:00;780;3;0
36963; ;2100a;2021-04-06 22:14:00;2021-06-06 17:15:00;434;1;0
36964;T22a;T24a;2021-06-06 17:13:00;2021-06-06 17:15:00;158;10;0
36965;182a;204a;2021-06-06 17:14:00;2021-06-06 17:15:00;254;11;2
36966;1418a;1417a;2021-06-06 17:14:00;2021-06-06 17:15:00;626;53;0
36967;408a;407a;2021-06-06 17:14:00;2021-06-06 17:15:00;471;21;0
36968;1943a;386a;2021-06-06 17:14:00;2021-06-06 17:15:00;382;20;0
36969;213a;212a;2021-06-06 17:14:00;2021-06-06 17:15:00;435;9;1
36970;1495a;1419a;2021-06-06 17:14:00;2021-06-06 17:15:00;440;59;0
36971;2293a;2312a;2021-06-06 17:14:00;2021-06-06 17:15:00;290;86;0
36972;1693d;1694d;2021-06-06 17:15:00;2021-06-06 17:15:00;566;64;1
36973; ;T5d;2021-06-06 17:10:00;2021-06-06 17:15:00;50;10;0
36974;515a;516a;2021-06-06 17:14:00;2021-06-06 17:15:00;555;19;0
36975;T31d;T36a;2021-06-06 17:13:00;2021-06-06 17:15:00;163;10;2
36976;454a;453a;2021-06-06 17:14:00;2021-06-06 17:15:00;516;22;0
36977; ;T8a;2021-06-06 17:10:00;2021-06-06 17:15:00;99;10;0
36978;1682a;1681a;2021-06-06 17:14:00;2021-06-06 17:15:00;392;64;0
36979;936a;918d;2021-06-06 17:15:00;2021-06-06 17:15:00;412;30;0
36980;2416a;3d;2021-06-06 17:14:00;2021-06-06 17:15:00;589;25;0
36981;1417a;1416a;2021-06-06 17:15:00;2021-06-06 17:15:00;626;53;0
36982;58a;57a;2021-06-06 17:15:00;2021-06-06 17:15:00;351;2;0
36983;736a;735a;2021-06-06 17:15:00;2021-06-06 17:15:00;469;124;0
36984; ;1642a;2021-06-06 17:13:00;2021-06-06 17:15:00;451;45;0
36985;407a;406a;2021-06-06 17:15:00;2021-06-06 17:15:00;471;21;0
36986;212a;211a;2021-06-06 17:15:00;2021-06-06 17:15:00;435;9;1
36987;1694d;1695d;2021-06-06 17:15:00;2021-06-06 17:15:00;566;64;1
36988;94d;95d;2021-06-06 17:15:00;2021-06-06 17:15:00;421;84;2
36989;1472d;1475d;2021-06-06 17:15:00;2021-06-06 17:15:00;696;52;0
36990;2416a;2424a;2021-06-06 17:14:00;2021-06-06 17:15:00;633;12;1
36991;2363d;1471d;2021-06-06 17:15:00;2021-06-06 17:15:00;379;57;0
36992;1540a;1412a;2021-06-06 17:14:00;2021-06-06 17:16:00;289;56;0
36993;386a;387a;2021-06-06 17:15:00;2021-06-06 17:16:00;382;20;0
36994;1681a;1680a;2021-06-06 17:15:00;2021-06-06 17:16:00;392;64;0
36995;94d;95d;2021-06-06 17:15:00;2021-06-06 17:16:00;329;8;0
36996;1855d;47a;2021-06-06 17:15:00;2021-06-06 17:16:00;780;3;0
36997; ;T20d;2021-06-06 17:10:00;2021-06-06 17:16:00;57;10;0
36998; ;T12d;2021-06-06 17:10:00;2021-06-06 17:16:00;81;10;0
36999;691a;2395a;2021-06-06 17:14:00;2021-06-06 17:16:00;504;27;0
37000;204a;187a;2021-06-06 17:15:00;2021-06-06 17:16:00;254;11;2
37001;918d;917d;2021-06-06 17:15:00;2021-06-06 17:16:00;412;30;0
37002;2286a;2265a;2021-06-06 17:13:00;2021-06-06 17:16:00;654;60;0
37003;2458d;2277d;2021-06-06 17:15:00;2021-06-06 17:16:00;540;51;0
37004;17a;18a;2021-06-06 17:15:00;2021-06-06 17:16:00;372;29;0
37005;211a;210a;2021-06-06 17:15:00;2021-06-06 17:16:00;435;9;1
37006;1419a;1591d;2021-06-06 17:15:00;2021-06-06 17:16:00;440;59;0
37007;1695d;1696d;2021-06-06 17:15:00;2021-06-06 17:16:00;566;64;1
37008;428a;427a;2021-06-06 17:15:00;2021-06-06 17:16:00;564;87;0
37009;57a;56a;2021-06-06 17:15:00;2021-06-06 17:16:00;351;2;0
37010; ;2159a;2021-06-06 17:00:00;2021-06-06 17:16:00;206;92;0
37011; ;T1a;2021-06-06 17:11:00;2021-06-06 17:16:00;95;10;0
37012;516a;517a;2021-06-06 17:15:00;2021-06-06 17:16:00;555;19;0
37013;47a;46a;2021-06-06 17:16:00;2021-06-06 17:16:00;780;3;0
37014;1642a;1641a;2021-06-06 17:15:00;2021-06-06 17:16:00;451;45;0
37015;735a;734a;2021-06-06 17:15:00;2021-06-06 17:16:00;469;124;0
37016;406a;405a;2021-06-06 17:15:00;2021-06-06 17:16:00;471;21;0
37017; ;T9a;2021-06-06 17:11:00;2021-06-06 17:16:00;66;10;0
37018;1023a;1009d;2021-06-06 17:14:00;2021-06-06 17:16:00;529;38;0
37019;118a;96a;2021-06-06 17:14:00;2021-06-06 17:16:00;408;7;0
37020; ;1023a;2021-06-06 08:32:00;2021-06-06 17:16:00;591;39;1
37021; ;T7a;2021-06-06 17:11:00;2021-06-06 17:16:00;87;10;0
37022;2395a;2394a;2021-06-06 17:16:00;2021-06-06 17:16:00;504;27;0
37023;18a;587a;2021-06-06 17:16:00;2021-06-06 17:16:00;372;29;0
37024;1591d;1590d;2021-06-06 17:16:00;2021-06-06 17:16:00;440;59;0
37025;387a;388a;2021-06-06 17:16:00;2021-06-06 17:16:00;382;20;0
37026;T9a;T9d;2021-06-06 17:16:00;2021-06-06 17:16:00;66;10;0
37027;427a;426a;2021-06-06 17:16:00;2021-06-06 17:16:00;564;87;0
37028;917d;916d;2021-06-06 17:16:00;2021-06-06 17:16:00;412;30;0
37029;56a;55a;2021-06-06 17:16:00;2021-06-06 17:16:00;351;2;0
37030; ;T30a;2021-06-06 17:11:00;2021-06-06 17:16:00;90;10;0
37031;46a;45a;2021-06-06 17:16:00;2021-06-06 17:16:00;780;3;0
37032;1696d;1697d;2021-06-06 17:16:00;2021-06-06 17:16:00;566;64;1
37033;T28d;T27d;2021-06-06 17:14:00;2021-06-06 17:16:00;150;10;0
37034;405a;535a;2021-06-06 17:16:00;2021-06-06 17:16:00;471;21;0
37035;2277d;1515a;2021-06-06 17:16:00;2021-06-06 17:16:00;540;51;0
37036;T28d;T27d;2021-06-06 17:14:00;2021-06-06 17:16:00;149;10;0
37037;2159a;623a;2021-06-06 17:16:00;2021-06-06 17:16:00;206;92;0
37038;2100a;79a;2021-06-06 17:15:00;2021-06-06 17:16:00;434;1;0
37039;916d;915d;2021-06-06 17:16:00;2021-06-06 17:16:00;412;30;0
37040;95d;96d;2021-06-06 17:15:00;2021-06-06 17:16:00;421;84;2
37041;1416a;1414a;2021-06-06 17:15:00;2021-06-06 17:16:00;626;53;0
37042;1471d;1476d;2021-06-06 17:15:00;2021-06-06 17:16:00;379;57;0
37043;1475d;1473d;2021-06-06 17:15:00;2021-06-06 17:16:00;696;52;0
37044; ;T28a;2021-06-06 17:11:00;2021-06-06 17:16:00;75;10;0
37045;1412a;1411a;2021-06-06 17:16:00;2021-06-06 17:16:00;289;56;0
37046;T19d;T17d;2021-06-06 17:14:00;2021-06-06 17:16:00;128;10;0
37047;T19d;T17d;2021-06-06 17:14:00;2021-06-06 17:16:00;127;10;0
37048;187a;188a;2021-06-06 17:16:00;2021-06-06 17:16:00;254;11;2
37049;45a;44a;2021-06-06 17:16:00;2021-06-06 17:16:00;780;3;0
37050;210a;209a;2021-06-06 17:16:00;2021-06-06 17:16:00;435;9;1
37051;T6d;T5d;2021-06-06 17:14:00;2021-06-06 17:16:00;110;10;0
37052;95d;96d;2021-06-06 17:16:00;2021-06-06 17:16:00;329;8;0
37053; ;1692d;2021-06-06 14:51:00;2021-06-06 17:16:00;656;63;0
37054;T28a;T28d;2021-06-06 17:16:00;2021-06-06 17:16:00;75;10;0
37055;587a;588d;2021-06-06 17:16:00;2021-06-06 17:16:00;372;29;0
37056;T24a;T25a;2021-06-06 17:15:00;2021-06-06 17:16:00;158;10;0
37057;T6d;T5d;2021-06-06 17:14:00;2021-06-06 17:17:00;109;10;0
37058; ;T31d;2021-06-06 17:11:00;2021-06-06 17:17:00;89;10;0
37059;T19a;T20a;2021-06-06 17:14:00;2021-06-06 17:17:00;173;10;0
37060;517a;518a;2021-06-06 17:16:00;2021-06-06 17:17:00;555;19;0
37061; ;T4d;2021-06-06 17:11:00;2021-06-06 17:17:00;63;10;0
37062;2394a;777a;2021-06-06 17:16:00;2021-06-06 17:17:00;504;27;0
37063;1590d;1590a;2021-06-06 17:16:00;2021-06-06 17:17:00;440;59;0
37064;915d;914d;2021-06-06 17:16:00;2021-06-06 17:17:00;412;30;0
37065;T8a;T8d;2021-06-06 17:15:00;2021-06-06 17:17:00;99;10;0
37066; ;T26a;2021-06-06 17:11:00;2021-06-06 17:17:00;98;10;0
37067;55a;54a;2021-06-06 17:16:00;2021-06-06 17:17:00;351;2;0
37068; ;T2d;2021-06-06 17:12:00;2021-06-06 17:17:00;70;10;0
37069;1697d;1698d;2021-06-06 17:16:00;2021-06-06 17:17:00;566;64;1
37070;2265a;1497a;2021-06-06 17:16:00;2021-06-06 17:17:00;654;60;0
37071; ;1691d;2021-06-06 17:16:00;2021-06-06 17:17:00;656;63;0
37072;1023a;1023d;2021-06-06 17:16:00;2021-06-06 17:17:00;591;39;1
37073;1411a;1410d;2021-06-06 17:16:00;2021-06-06 17:17:00;289;56;0
37074;734a;733a;2021-06-06 17:16:00;2021-06-06 17:17:00;469;124;0
37075;1476d;1477d;2021-06-06 17:16:00;2021-06-06 17:17:00;379;57;0
37076;535a;404a;2021-06-06 17:16:00;2021-06-06 17:17:00;471;21;0
37077;1009d;1008d;2021-06-06 17:16:00;2021-06-06 17:17:00;529;38;0
37078;2424a;24d;2021-06-06 17:15:00;2021-06-06 17:17:00;633;12;1
37079; ;T29d;2021-06-06 17:12:00;2021-06-06 17:17:00;94;10;0
37080;1473d;2259d;2021-06-06 17:16:00;2021-06-06 17:17:00;696;52;0
37081;1641a;1640a;2021-06-06 17:16:00;2021-06-06 17:17:00;451;45;0
37082;388a;372d;2021-06-06 17:16:00;2021-06-06 17:17:00;382;20;0
37083; ;T11d;2021-06-06 17:12:00;2021-06-06 17:17:00;82;10;0
37084;588d;589d;2021-06-06 17:16:00;2021-06-06 17:17:00;372;29;0
37085;914d;851d;2021-06-06 17:17:00;2021-06-06 17:17:00;412;30;0
37086; ;T19d;2021-06-06 17:12:00;2021-06-06 17:17:00;77;10;0
37087;2312a;1507a;2021-06-06 17:15:00;2021-06-06 17:17:00;290;86;0
37088;1497a;1498a;2021-06-06 17:17:00;2021-06-06 17:17:00;654;60;0
37089;3d;22d;2021-06-06 17:15:00;2021-06-06 17:17:00;589;25;0
37090;44a;43a;2021-06-06 17:16:00;2021-06-06 17:17:00;780;3;0
37091;372d;372a;2021-06-06 17:17:00;2021-06-06 17:17:00;382;20;0
37092;1477d;1478d;2021-06-06 17:17:00;2021-06-06 17:17:00;379;57;0
37093; ;1690a;2021-06-06 17:10:00;2021-06-06 17:17:00;331;66;0
37094;1698d;1699d;2021-06-06 17:17:00;2021-06-06 17:17:00;566;64;1
37095;426a;424a;2021-06-06 17:16:00;2021-06-06 17:17:00;564;87;0
37096;188a;189a;2021-06-06 17:16:00;2021-06-06 17:17:00;254;11;2
37097;1023d;1112d;2021-06-06 17:17:00;2021-06-06 17:17:00;591;39;1
37098;1414a;1413a;2021-06-06 17:16:00;2021-06-06 17:17:00;626;53;0
37099; ;T24a;2021-06-06 17:12:00;2021-06-06 17:17:00;92;10;0
37100; ;T16a;2021-06-06 17:12:00;2021-06-06 17:17:00;53;10;0
37101;1008d;1006d;2021-06-06 17:17:00;2021-06-06 17:17:00;529;38;0
37102;733a;732a;2021-06-06 17:17:00;2021-06-06 17:17:00;469;124;0
37103;1507a;1508a;2021-06-06 17:17:00;2021-06-06 17:17:00;290;86;0
37104;1680a;1678a;2021-06-06 17:16:00;2021-06-06 17:17:00;392;64;0
37105;1498a;1473d;2021-06-06 17:17:00;2021-06-06 17:17:00;654;60;0
37106; ;676a;2021-06-06 17:11:00;2021-06-06 17:17:00;317;26;0
37107;589d;590d;2021-06-06 17:17:00;2021-06-06 17:17:00;372;29;0
37108;78a;77a;2021-06-06 17:16:00;2021-06-06 17:17:00;434;1;0
37109;518a;519a;2021-06-06 17:17:00;2021-06-06 17:17:00;555;19;0
37110;T11a;T12a;2021-06-06 17:14:00;2021-06-06 17:17:00;142;10;0
37111;43a;42a;2021-06-06 17:17:00;2021-06-06 17:17:00;780;3;0
37112; ;1447a;2021-06-06 17:12:00;2021-06-06 17:17:00;493;47;0
37113;1112d;1113d;2021-06-06 17:17:00;2021-06-06 17:17:00;591;39;1
37114;T16a;T16d;2021-06-06 17:17:00;2021-06-06 17:17:00;53;10;0
37115;777a;776a;2021-06-06 17:17:00;2021-06-06 17:17:00;504;27;0
37116;96a;95a;2021-06-06 17:16:00;2021-06-06 17:18:00;408;7;0
37117;54a;9a;2021-06-06 17:17:00;2021-06-06 17:18:00;351;2;0
37118; ;T6d;2021-06-06 17:12:00;2021-06-06 17:18:00;47;10;0
37119;1590a;1563a;2021-06-06 17:17:00;2021-06-06 17:18:00;440;59;0
37120;1006d;1005d;2021-06-06 17:17:00;2021-06-06 17:18:00;529;38;0
37121;424a;423a;2021-06-06 17:17:00;2021-06-06 17:18:00;564;87;0
37122;2153a;701d;2021-06-06 17:14:00;2021-06-06 17:18:00;397;28;0
37123; ;2259a;2021-05-06 22:31:00;2021-06-06 17:18:00;295;52;0
37124;1640a;1639a;2021-06-06 17:17:00;2021-06-06 17:18:00;451;45;0
37125;209a;207d;2021-06-06 17:16:00;2021-06-06 17:18:00;435;9;1
37126;T17d;T16d;2021-06-06 17:16:00;2021-06-06 17:18:00;128;10;0
37127;T17d;T16d;2021-06-06 17:16:00;2021-06-06 17:18:00;127;10;0
37128;189a;190a;2021-06-06 17:17:00;2021-06-06 17:18:00;254;11;2
37129;96d;118d;2021-06-06 17:16:00;2021-06-06 17:18:00;421;84;2
37130;1699d;1700d;2021-06-06 17:17:00;2021-06-06 17:18:00;566;64;1
37131; ;T1a;2021-06-06 17:00:00;2021-06-06 17:18:00;141;10;0
37132;851d;850d;2021-06-06 17:17:00;2021-06-06 17:18:00;412;30;0
37133;1478d;1419a;2021-06-06 17:17:00;2021-06-06 17:18:00;379;57;0
